"","Epithelial","Fibroblasts","Myo.Meso","Endothelium","Pericytes","Neural","Immune","Muscle"
"AC090181.1",0,0,0,0,0,0,0,0
"PEAK1",1.12346019903395e-05,2.11636305650527e-05,3.76799869684776e-05,6.19634732935191e-05,8.32487191680204e-05,9.39972666717835e-06,1.28088795016341e-05,1.73060259295453e-05
"HMG20A",7.06820529839439e-06,2.12532631414199e-05,7.33157557812075e-06,4.04490090749438e-05,9.9673232578347e-06,9.5620758583133e-06,1.14170906402283e-05,2.21537230566125e-05
"AC046168.1",0,0,0,0,0,0,0,0
"AC046168.2",0,6.73091265952755e-06,0,0,0,0,0,0
"LINGO1",0,7.23348134914995e-06,0,8.96652864251823e-06,0.000132146184574326,3.88322262053535e-05,0,2.89142691918462e-06
"LINGO1-AS1",0,0,0,0,0,0,0,0
"LINGO1-AS2",0,0,0,0,0,0,0,0
"AC105133.1",0,0,0,0,0,0,0,0
"AC104758.4",0,0,0,0,0,0,0,0
"AC104758.5",0,0,0,0,0,0,0,0
"TBC1D2B",2.51717496149947e-06,1.74251036836837e-05,2.19101196851529e-05,8.68721597158811e-06,3.08269877379024e-05,3.10703743980115e-06,1.83871121175383e-05,1.15900119439953e-05
"AC104758.2",0,0,0,0,0,0,0,0
"SH2D7",0,0,0,0,0,0,0,0
"CIB2",0.00010798264797197,8.02359989933825e-05,2.90727910897007e-05,1.96542102786376e-05,5.47383160409323e-05,5.61869183052783e-05,1.81949759941735e-05,4.42927001985315e-05
"IDH3A",2.40961495423553e-05,2.33306079587574e-05,2.5458168703399e-05,1.80559585142831e-05,3.05087333452488e-05,3.2744806209628e-05,1.04652374421258e-05,3.15978742619121e-05
"AC090260.1",0,0,0,0,0,0,0,0
"ACSBG1",8.42105263157895e-07,1.20598166907863e-06,0,0,5.90580245090802e-06,3.05250305250305e-06,0,0
"AC090607.3",0,0,0,0,0,0,0,0
"DNAJA4",2.36921722194446e-05,6.3521314509154e-05,1.14425702303915e-05,3.96392899499997e-05,1.55150242792645e-05,2.48920396172154e-05,3.64545227962879e-05,3.53459979741939e-05
"WDR61",2.92376826237912e-05,4.72870420496932e-05,3.60739519145278e-05,5.19707045999212e-05,4.3302653202463e-05,3.56126063737425e-05,2.59098836491175e-05,4.57373408476084e-05
"AC090607.1",0,0,0,0,0,0,0,0
"AC090607.5",0,0,0,0,0,0,0,0
"CRABP1",5.46880440350448e-06,1.90454958367107e-05,2.8352934008098e-05,0,0,0.000359756894204263,0,2.20283244048057e-05
"IREB2",3.39034509139114e-05,2.23770465890406e-05,3.98340206341012e-05,1.78554341089729e-05,3.14759343403684e-05,3.56528031450303e-05,4.72891276836057e-05,3.14715876192056e-05
"AC027228.1",0,0,0,0,0,0,0,0
"HYKK",7.37476723390918e-07,2.62881177707676e-06,0,0,1.30069909160937e-05,3.49772647778944e-06,0,0
"PSMA4",0.00014174922403157,0.00017853286078185,0.000139932287683872,0.000211574189094272,0.000186010091393497,0.000224393143285344,0.000178897588006147,0.000211477911019188
"CHRNA5",7.37476723390918e-07,6.09455884825154e-06,3.27064595257563e-06,4.51873715018698e-06,5.90580245090802e-06,3.09837335398916e-06,0,4.34404865334492e-06
"AC027228.2",0,0,0,0,0,1.39352318026295e-05,0,0
"CHRNA3",0,1.17655652576966e-05,3.17108508232034e-05,0,0,0.000178624835464753,0,4.37059885912911e-06
"CHRNB4",0,0,0,0,0,1.02487271531403e-05,0,8.02868249843898e-06
"AC067863.1",0,0,0,0,0,3.87371683129963e-06,0,0
"ADAMTS7",0,4.49659514073633e-06,0,3.07831680862199e-05,3.07026149409902e-05,1.25360099811527e-05,0,1.20716431435841e-05
"MORF4L1",0.000339289307437496,0.00066207308411078,0.000630445505229471,0.000458857589673446,0.000639606758269697,0.000627376139988852,0.000304043074528317,0.000730659754049554
"CTSH",0.000103595836286925,2.67427167832175e-06,7.93954605730312e-05,0.000160765995623122,1.02106986357461e-05,0,0.000210049128269434,1.31373782445463e-05
"RASGRF1",0,0,0,0,0,0,0,0
"AC011944.1",0,2.68889486421081e-06,0,2.40384615384615e-06,0,0,0,0
"ANKRD34C-AS1",0,0,0,0,0,0,0,0
"ANKRD34C",0,0,0,0,0,0,0,0
"TMED3",6.64476528952645e-05,8.12897898515588e-05,6.06003122515813e-05,3.66059406580365e-05,2.86379965523891e-05,5.2579326136634e-05,3.63641769615619e-05,2.78146214490887e-05
"KIAA1024",0,0,0,0,0,0,0,0
"AC021483.1",0,0,0,0,0,0,0,0
"MTHFS",6.59387248018352e-05,1.57996480727393e-05,2.17448895987166e-05,9.83139233431467e-06,7.69825943675267e-06,6.60476391759059e-06,1.23719247214902e-05,2.18565397871927e-05
"AC021483.2",7.72618403770378e-07,0,0,0,0,0,0,0
"ST20-MTHFS",0,0,0,0,0,0,0,0
"ST20",1.49819056301297e-05,1.77014647962119e-06,2.84144748478096e-05,3.45149782587722e-06,9.90069631481909e-06,1.38357529252041e-05,1.69474089363834e-05,1.41706057081312e-05
"ST20-AS1",5.94537201972959e-06,6.97762135247979e-06,5.42961856929551e-06,2.27570120043238e-06,4.98194046581143e-06,0,0,0
"BCL2A1",2.43301885857587e-06,0,0,0,0,0,0.000207655245681972,0
"ZFAND6",0.00010157506628885,7.26865149715429e-05,0.000136135625251084,0.000122789484050804,5.86533287753047e-05,0.000116724068856454,0.000107285723097829,8.10515906585634e-05
"FAH",1.94834252116461e-05,2.54082081211273e-05,5.08256576921261e-05,0,4.9800796812749e-06,9.58541164529009e-06,1.33312079872337e-05,0
"AC087761.1",0,0,0,0,0,0,0,0
"CTXND1",6.28220913659972e-06,0,0,0,0,3.18344608038201e-06,0,0
"LINC00927",0,0,0,0,0,0,0,0
"AC016705.2",0,0,3.58166189111748e-06,0,0,2.19082046226312e-06,0,1.02662759113754e-05
"ARNT2",7.37476723390918e-07,2.62881177707676e-06,1.10223430502382e-05,0,4.9800796812749e-06,2.23641857627004e-05,0,0
"AC016705.1",0,0,0,0,0,0,0,0
"AC108451.1",0,0,0,0,0,0,0,0
"AC108451.2",0,0,0,0,0,0,0,0
"ABHD17C",7.11517646107829e-05,0,9.73227100365e-06,1.09934871912159e-05,5.22875816993464e-06,1.09098497436698e-05,4.75059382422803e-06,2.04162124227629e-05
"AC023302.1",1.42063304890136e-06,0,0,0,0,0,0,0
"CEMIP",0,0,0,0,0,0,0,0
"AC027808.1",0,0,0,0,0,0,0,0
"AC027808.2",0,0,0,0,0,0,0,0
"MESD",9.46016373773574e-05,0.00011241594971317,6.25268880676694e-05,0.000108491229072513,9.35556394975483e-05,5.40931147428097e-05,4.89359985260282e-05,7.89235941082995e-05
"AC068870.1",0,0,0,0,0,0,0,0
"AC068870.2",0,0,0,2.4443901246639e-06,0,0,0,0
"TLNRD1",1.94920093507589e-05,1.97847739219171e-05,1.41084397811425e-05,0.000121697085131263,4.53210625836024e-05,5.22880558489994e-05,2.76030162580294e-05,4.10713647142482e-05
"CFAP161",0,0,0,0,0,0,0,0
"IL16",0,0,0,6.55351212182075e-06,0,0,3.85120182786584e-05,0
"STARD5",1.14780554434214e-05,5.80816072368969e-06,0,6.88780036794185e-06,4.61947107056242e-06,1.03071145757336e-05,2.106281791826e-05,0
"TMC3-AS1",0,2.05349350582679e-06,0,3.59159770379254e-06,3.53982300884956e-06,0,0,0
"TMC3",0,0,0,0,0,2.90634309380222e-06,0,0
"AC103858.2",0,0,0,0,0,0,0,0
"AC109809.1",0,0,0,0,0,0,0,0
"AC060809.1",0,0,0,0,0,0,0,0
"AC023034.1",0,1.82232346241458e-06,0,0,0,0,0,0
"AC023034.2",0,0,0,0,0,0,0,0
"AC104041.1",8.88336146397797e-07,0,4.67890981401334e-06,0,0,0,0,0
"AC025219.1",0,0,0,0,0,0,0,0
"MEX3B",6.76441242622563e-07,2.1109791224693e-05,3.85049663061453e-05,1.44252252423826e-05,2.12021310356288e-05,2.04204139673811e-05,0,2.11545247217666e-05
"LINC01583",0,0,0,0,0,0,0,0
"EFL1",1.23549880920962e-05,5.20193639531937e-06,0,1.24916697741574e-05,1.39991579879578e-05,1.31762984209635e-05,4.75059382422803e-06,1.71047107081229e-05
"SAXO2",3.65108814474769e-06,0,0,0,0,0,0,0
"GOLGA6L10",0,0,0,2.40081627753436e-06,0,0,0,0
"GOLGA6L9",3.36131857008334e-06,3.85361595505733e-06,2.69796303790638e-06,6.08686754522915e-06,0,3.05250305250305e-06,0,6.22858922454064e-06
"RPS17",0.000121089224928141,0.000121486677168482,8.97651742009598e-05,0.000162597867500085,0.000121888294365098,0.000120986184524536,0.000171910789530365,9.50114704131785e-05
"AC245033.1",0,0,0,0,0,0,0,0
"AC245033.2",0,0,0,0,0,0,0,0
"CPEB1",0,1.92761794612308e-06,3.45871162991786e-06,0,0,1.26173317520381e-05,0,0
"CPEB1-AS1",0,0,0,0,0,0,0,0
"AP3B2",1.86319067695276e-06,0,2.69796303790638e-06,0,0,7.06915504921801e-06,0,0
"AC105339.3",1.97961001682669e-06,0,0,0,0,0,0,0
"SNHG21",8.07733833429439e-06,9.83312938725254e-06,1.01564894746506e-05,1.27354100703242e-05,5.85651537335285e-06,9.5865800242206e-06,7.07217857329634e-06,0
"FSD2",0,0,0,0,0,3.87371683129963e-06,0,0
"WHAMM",2.03980319116993e-05,3.96904147648343e-06,2.82165003275804e-05,1.34331314411426e-05,1.06917100080918e-05,1.54487163064823e-05,2.95931747310106e-05,1.92995183621698e-05
"HOMER2",0,1.42141359582104e-06,4.67890981401334e-06,0,0,0,0,8.26471383188293e-06
"AC022558.2",0,0,0,0,0,0,0,0
"RAMMET",4.39205364245329e-05,4.35687297621568e-05,2.97718056313558e-05,1.97292989235373e-05,3.52742103299707e-05,4.81517155702052e-05,2.46342969174929e-05,5.19191528811898e-05
"C15orf40",3.93181330035992e-05,1.94558352806042e-05,1.95359390935303e-05,1.61435266063878e-05,1.38281086734198e-05,1.61779695387208e-05,2.72377996283157e-05,3.6962702132278e-05
"AC024270.4",0,0,0,0,0,0,0,0
"BTBD1",9.61421480502326e-06,2.1720395230266e-05,2.60155982661129e-05,2.60440141327416e-05,2.94902916097875e-05,4.26800499038981e-05,2.93818787543001e-05,3.40701254941792e-05
"AC022558.3",0,0,0,0,0,0,0,0
"AC024270.2",0,0,0,0,0,0,0,0
"TM6SF1",0,0,0,6.95299576605507e-06,0,0,2.27445340649175e-05,0
"HDGFL3",9.93758586136346e-06,4.92885397698069e-05,6.58098366203648e-05,0.000113606191973168,0.000118582423874938,0.000119258040688372,1.33044754179684e-05,8.11404714200972e-05
"AC024270.3",0,0,0,0,0,0,0,0
"AC103876.1",0,0,0,0,0,0,0,4.4135495972636e-06
"BNC1",0,1.42141359582104e-06,5.85985195271932e-05,0,0,0,0,0
"SH3GL3",0,2.16239593469564e-06,1.86167737131155e-06,0,0,9.28135341564288e-06,0,1.41410451997212e-05
"ADAMTSL3",0,4.23880385871736e-06,6.63380812769428e-06,2.12596332713261e-06,5.47045951859956e-06,6.36689216076403e-06,0,6.51463356899514e-06
"AC136698.1",0,0,0,0,0,0,0,0
"UBE2Q2L",0,0,0,0,0,3.49772647778944e-06,0,0
"GOLGA6L4",1.85810625151435e-06,3.02300456212189e-06,5.77825428309066e-06,1.13694946561408e-05,0,0,0,0
"AC243562.3",0,0,0,0,0,0,0,0
"AC048382.4",0,0,0,0,0,0,0,0
"AC048382.5",6.792786061203e-07,0,0,1.95236235845373e-06,0,0,0,0
"ZSCAN2",2.44170201830402e-06,3.40593433406276e-06,5.42961856929551e-06,6.61014212112822e-06,0,0,0,0
"AC048382.1",0,0,0,0,0,0,0,0
"AC048382.6",0,0,0,0,0,6.28177035938284e-06,0,4.12286126571841e-06
"WDR73",1.39667886162046e-05,3.44986133549228e-05,2.46294239180249e-05,3.93935168977193e-05,9.10609827793472e-06,2.93102980555403e-05,2.13516006709487e-05,2.52065636410145e-05
"NMB",4.67781331020505e-06,2.79741287071846e-05,2.87225572121724e-05,7.95616317524968e-06,1.41274901801191e-05,1.00926025552345e-05,4.63983296601322e-06,4.4135495972636e-06
"SEC11A",0.00021425179152958,0.000268722123571395,0.000286918082388947,0.000325077496034459,0.00031432382402804,0.000265838301965352,0.000308211468579317,0.000170921391753556
"AC115102.1",0,0,0,0,0,0,4.06132602294649e-06,0
"ZNF592",6.63449713806906e-06,1.10339755377912e-05,7.94955576658897e-06,1.46710908846881e-05,1.34613789454355e-05,3.10703743980115e-06,6.80687062292973e-06,1.97882655585238e-06
"ALPK3",1.21194367631482e-05,2.05349350582679e-06,7.22326134036459e-06,3.87940067413794e-05,5.22875816993464e-06,0,4.63983296601322e-06,1.00648442060617e-05
"SLC28A1",7.17870625353404e-06,0,0,0,0,0,0,0
"PDE8A",2.28102525493869e-05,8.94429820191306e-06,0,3.87122239149306e-05,2.08564799221862e-05,1.56625168038205e-05,2.25022502250225e-06,1.18217042103592e-05
"AKAP13",5.95092520780726e-05,6.94112082732599e-05,8.76758289970115e-05,9.56141205755091e-05,0.000117613788765409,0.000150048359432833,0.000147616152040048,0.000108263469252489
"AC087286.3",0,0,0,0,0,0,0,0
"AC087286.2",0,0,0,0,0,0,0,0
"AC087286.1",0,0,0,0,0,0,0,0
"AC021739.4",0,0,0,0,0,0,0,0
"AC021739.2",8.69300647628982e-07,2.50563768479078e-06,0,0,0,0,0,0
"AC021739.5",0,0,0,0,0,0,0,0
"AC021739.3",0,0,0,0,0,0,0,0
"KLHL25",7.37476723390918e-07,2.05349350582679e-06,3.27064595257563e-06,1.58660901987228e-06,4.15066929542389e-06,1.06337129446373e-05,0,0
"LINC01584",0,0,0,0,0,0,0,0
"AGBL1",9.89805008413343e-07,0,0,0,0,0,0,0
"AGBL1-AS1",0,0,0,0,0,0,0,0
"AC012229.1",0,0,0,0,0,0,0,0
"AC016987.1",0,0,0,0,0,0,0,0
"AC078905.1",0,0,0,0,0,0,0,0
"AC020687.1",0,0,0,0,0,0,0,0
"LINC00052",0,0,0,0,0,0,0,0
"NTRK3",8.88336146397797e-07,2.41648039630279e-06,0,0,4.42783203285376e-05,4.37792358453335e-05,0,1.12877676371148e-05
"NTRK3-AS1",0,0,0,0,0,0,0,0
"MRPL46",2.38961593753668e-05,2.23216525039977e-05,2.95550812871827e-05,2.96559380457212e-05,3.56122473250859e-05,3.03169485776192e-05,2.25022502250225e-06,8.28221937304562e-06
"MRPS11",2.98298288017694e-05,3.20949315870536e-05,2.75256532847829e-05,5.68335691464671e-05,3.73315833439314e-05,4.75298431444117e-05,4.3220280578484e-05,3.89722702692015e-05
"DET1",4.57380287848422e-06,5.22944899697678e-06,6.39879524139178e-06,6.06121631611719e-06,0,9.61557154910629e-06,0,2.50445212808843e-05
"LINC01586",0,0,0,0,0,0,0,0
"AEN",4.65539114782872e-06,1.2295220619552e-05,8.7026451198974e-06,3.50553442164728e-06,4.61947107056242e-06,7.1678165038975e-06,2.45463187729005e-05,7.37637901836679e-06
"ISG20",1.24491212537406e-05,2.22580824661955e-06,0,0,0,0,2.90528761854261e-05,0
"AC103982.1",0,0,0,0,0,0,0,0
"ACAN",0,0,0,0,4.82683721491493e-06,0,0,0
"HAPLN3",1.77464565245846e-06,2.68420346262247e-06,0,2.33648930226706e-05,3.53982300884956e-06,0,7.74401407132162e-06,0
"MFGE8",2.38054055969997e-05,9.85990066830416e-05,6.07692513375799e-05,1.26024509727987e-05,0.000246869052391991,3.50178844335977e-05,1.58482340963225e-05,7.96277609186882e-05
"AC013565.1",0,0,0,0,0,0,0,0
"AC013565.3",8.70568263433957e-07,0,0,0,0,0,0,0
"ABHD2",1.43783959026165e-05,8.28318551633016e-06,1.10336270413065e-05,1.73492418290452e-05,2.15488226336862e-05,3.52285891155759e-05,1.51791611809086e-05,4.4135495972636e-06
"RLBP1",0,2.05349350582679e-06,0,0,0,1.61118021107065e-05,0,0
"FANCI",7.44877413684272e-06,1.5859533274479e-05,2.84171639670361e-06,2.11048382841766e-06,2.79712644651914e-05,1.88101403742806e-05,6.74609328372606e-06,2.33642138042481e-05
"POLG",9.95817566221868e-07,1.06469598312833e-05,8.40359626446279e-06,1.43450407386409e-05,1.01692857167362e-05,9.64577501163291e-06,0,1.66636093077121e-05
"AC124068.2",0,0,0,2.62174739463853e-06,0,0,4.75059382422803e-06,0
"MIR9-3HG",0,6.91580830055605e-06,5.70044178423828e-06,0,0,0,0,3.81898033225129e-06
"RHCG",0,0,0,0,0,0,0,0
"LINC00928",0,0,0,0,0,0,0,0
"AC013391.3",0,0,0,0,0,0,0,0
"TICRR",1.64155411241542e-06,1.92761794612308e-06,0,3.6997944876453e-06,1.54262723703108e-05,9.62325289469555e-06,4.30153779976342e-06,0
"AC013391.1",0,0,0,0,0,0,0,0
"KIF7",0,4.83296079260557e-06,0,0,1.13762619695076e-05,3.63504180298073e-06,0,1.17664877553208e-05
"PLIN1",8.58866725355893e-07,0,0,0,0,0,0,0
"PEX11A",7.15939468279026e-06,1.35722006437975e-05,7.33792764127017e-06,6.76027695384711e-06,5.69232958588302e-06,1.94676547630604e-05,0,2.2078835977167e-05
"WDR93",0,0,1.22556529199093e-06,0,0,0,0,0
"MESP1",1.63985558304502e-06,0,8.27059804708363e-06,0,0,1.2549992564394e-05,0,4.37059885912911e-06
"MESP2",0,5.25762355415352e-06,0,0,0,0,0,0
"ANPEP",0.00067288448163507,7.3950747827393e-06,0,1.31282460154743e-05,1.16349981150348e-05,0,1.7071340427301e-05,0
"AP3S2",4.23130997501478e-06,5.69263623330102e-06,0,3.71257234700489e-06,1.43534138549902e-05,6.29048352018316e-06,0,7.23588142319253e-06
"C15orf38-AP3S2",0,0,0,0,0,0,0,0
"ARPIN",2.78816013869189e-05,1.68432176666503e-05,7.97403972059079e-06,2.53585728237082e-05,4.01250831678014e-05,1.22320205253615e-05,1.88838182657062e-05,2.28672968023709e-05
"ZNF710",4.76091080873018e-06,4.09001388081872e-06,0,1.44082276226028e-05,5.73394495412844e-06,5.21219669913901e-06,1.54455927277687e-05,4.46877443861021e-06
"ZNF710-AS1",0,4.75286094701925e-06,4.67890981401334e-06,6.44175910524215e-06,5.85651537335285e-06,6.22433716557894e-06,0,0
"IDH2",4.01828361620151e-05,0.000115811676154786,3.82225419428192e-05,0.000118908310803258,0.000136797205278261,8.95947613155327e-05,0.000166500086456397,0.000104804081298045
"IDH2-DT",0,0,0,0,0,0,0,0
"SEMA4B",1.56251052119297e-05,1.09052492016658e-05,9.90461114490231e-06,7.11973348390814e-06,9.72215905751397e-06,1.90969480572602e-05,4.63983296601322e-06,2.0922684163379e-05
"CIB1",0.000194752010027543,7.71339374017214e-05,4.16851112669646e-05,5.23524084502209e-05,7.53269843482542e-05,1.68617516451319e-05,0.000165984759681986,4.63675092937918e-05
"GDPGP1",3.97403818319204e-06,0,4.77213075638272e-06,2.11048382841766e-06,0,6.37311462528077e-06,4.91702519975415e-06,0
"AC091167.7",0,0,0,0,0,0,0,0
"TTLL13P",0,0,0,0,0,0,0,0
"AC091167.2",0,0,0,0,0,0,0,0
"NGRN",3.75900061128869e-06,1.53884700802421e-05,1.36291289946498e-05,1.53502233018862e-05,1.7374170267165e-05,3.52333177233115e-05,4.41549839938183e-06,8.94044066776153e-06
"AC091167.6",0,0,0,0,0,0,0,0
"AC091167.5",0,0,0,0,0,0,0,0
"ZNF774",1.99228922091379e-06,3.34799730579278e-06,5.67194073307367e-06,0,0,3.58390825194875e-06,0,8.86599108210056e-06
"IQGAP1",7.29195806242669e-05,0.000106070434851698,0.000193980996511624,0.000119490219724821,0.000125248596236147,6.77201067359238e-05,0.000136950652034779,7.33797499317569e-05
"AC018946.1",0,0,0,0,0,0,0,0
"CRTC3",1.3736581719437e-05,2.11323202046121e-05,7.40135680592154e-06,1.44334693724981e-05,3.70499556298928e-05,2.69358739616781e-05,2.51490080413982e-05,3.84486638803382e-05
"AC103739.1",0,0,0,0,0,0,0,0
"AC103739.2",0,0,0,0,0,0,0,0
"CRTC3-AS1",0,0,0,0,0,0,0,0
"AC021422.1",0,0,0,0,0,0,0,0
"BLM",3.51952679835479e-06,1.2624227619266e-05,0,2.40247226190917e-05,1.46023274412954e-05,9.59371616825788e-06,1.79446613180986e-05,1.62490775212826e-05
"FURIN",2.05910652531538e-05,7.07961538422194e-06,1.41409239497876e-05,4.93519151034911e-05,5.73394495412844e-06,3.17183411307589e-06,2.99649345875192e-05,2.74184969288965e-05
"FES",2.62212808943369e-06,5.78123390118041e-06,1.26916795474271e-05,5.00924071219902e-05,4.82683721491493e-06,3.63504180298073e-06,5.0021449248163e-05,2.2279524887671e-05
"MAN2A2",1.71140591078688e-06,5.33171540448324e-06,4.53386656230627e-06,2.32199769693241e-05,0,2.35162693842008e-05,7.42609542561324e-06,2.66951414842499e-06
"AC068831.4",0,0,0,0,0,0,0,0
"HDDC3",3.00919542667717e-05,2.10407934848809e-05,1.3591316069707e-05,2.34354255805108e-05,8.77790749846553e-06,1.67034074520805e-05,2.04082855630794e-05,2.36163776581266e-05
"UNC45A",5.46528254374719e-06,3.99653581850647e-05,3.82373556312444e-05,3.40383472175151e-05,4.03713418964855e-05,2.86273423000998e-05,2.19091395184936e-05,4.03302227376527e-05
"AC068831.1",0,0,0,0,0,0,0,0
"RCCD1",2.08714614553846e-05,3.8333769339783e-06,3.27064595257563e-06,4.74709989721565e-06,5.70044178423828e-06,2.39694258805159e-05,7.2272943461097e-06,2.62901540469726e-05
"PRC1",9.49214931087422e-06,3.27672672794345e-05,3.82555470543229e-06,1.48472657996683e-05,9.8099417294175e-05,7.52580069827841e-05,1.71405853700384e-05,7.20208443298228e-05
"AC068831.7",0,0,0,0,0,0,0,0
"PRC1-AS1",0,0,0,0,0,0,0,0
"VPS33B",2.61439047432326e-06,4.49015842303249e-06,0,4.76743991690009e-06,0,9.84700295083077e-06,0,3.86473429951691e-06
"VPS33B-DT",0,4.45434994224366e-06,0,0,0,0,0,0
"AC068831.6",0,0,0,0,0,0,0,0
"SV2B",0,0,0,2.40081627753436e-06,0,3.06630893062476e-06,0,0
"AC104035.1",0,0,0,0,0,0,0,0
"AC107958.3",0,0,0,0,0,0,0,0
"AC107958.2",0,0,0,0,0,0,0,0
"SLCO3A1",8.42105263157895e-07,8.75239989645536e-06,5.64616688616201e-06,4.84823627851005e-06,2.69693163492858e-05,6.849839571295e-05,9.16609222360986e-06,2.07067777185844e-05
"AC116903.2",0,0,0,0,0,0,0,0
"AC116903.1",0,0,0,0,0,0,0,0
"ST8SIA2",0,0,0,0,5.78034682080925e-06,2.83957318552879e-05,0,0
"AC090985.1",0,0,0,0,0,0,0,0
"C15orf32",0,0,0,0,0,0,0,0
"LINC00930",0,0,0,0,0,0,0,0
"AC091544.5",0,0,0,0,0,0,0,0
"FAM174B",8.50701829008932e-07,1.82232346241458e-06,2.88641939673835e-06,1.65498224079415e-05,1.5044318560086e-05,0,2.25022502250225e-06,7.87450360809871e-06
"AC091544.7",0,0,0,0,0,0,0,0
"AC106028.4",1.8465193952308e-06,0,0,0,0,0,0,0
"AC106028.5",0,0,0,0,0,0,0,0
"AC013394.1",6.87715306893091e-06,2.22580824661955e-06,2.97397769516729e-06,0,1.90592531239367e-05,1.461608085702e-05,2.23904152656141e-05,1.3103119628698e-05
"CHD2",5.22012131683568e-05,6.72189554795868e-05,4.12746442540726e-05,8.97606027316827e-05,0.000107045177690582,6.18721666192368e-05,8.69553269138468e-05,7.21504249815669e-05
"RGMA",0,4.82541645978536e-06,1.67858832516293e-05,4.5359716100848e-06,2.59168212724373e-05,1.2892540890832e-05,0,9.13183621765721e-05
"AC112693.1",0,0,0,0,0,0,0,0
"AC091078.1",0,0,0,0,0,0,0,0
"AC091078.3",0,0,0,0,0,0,0,0
"AC110023.1",0,0,0,0,0,0,0,0
"LINC01579",0,1.82232346241458e-06,9.23925494305765e-06,0,0,0,0,7.57649573743451e-06
"AC103996.3",0,0,0,0,0,0,0,0
"LINC02207",0,0,0,0,0,0,0,0
"AC103996.2",0,0,0,0,0,0,0,0
"LINC01580",0,0,0,0,0,0,0,0
"LINC01581",0,0,0,0,0,0,0,0
"MCTP2",1.18412904289421e-05,1.45625356030133e-05,3.55154599299396e-05,4.07538815133884e-06,5.73394495412844e-06,0,7.44855686213441e-06,0
"AC009432.1",0,0,0,0,0,0,0,0
"AC107976.1",0,0,0,0,0,0,0,0
"AC087633.1",0,0,0,0,0,0,0,0
"AC087636.1",0,0,0,0,0,0,0,0
"LINC01197",0,4.28242599432579e-06,1.17401185933429e-05,3.0116578003957e-05,4.81932329917228e-05,9.60384153661465e-06,0,3.98009950248756e-06
"AC104260.1",0,0,0,4.89538814784217e-06,0,0,0,0
"LINC00924",0,0,2.19925225423356e-06,0,5.90580245090802e-06,0,0,0
"AC027013.1",0,0,0,0,0,0,0,0
"AC015574.1",0,0,0,0,0,0,0,0
"AC012409.2",0,0,0,0,0,0,0,0
"AC024337.1",0,0,0,0,0,0,0,0
"AC024337.2",0,1.2528580825007e-06,0,0,5.22125048949223e-06,0,0,0
"NR2F2-AS1",0,1.48753845887014e-05,9.83487926958402e-06,8.80984211758003e-06,4.78058268236021e-05,6.3847265925869e-06,0,8.92616155458463e-06
"AC012409.3",0,1.82232346241458e-06,1.86167737131155e-06,0,4.61041954817888e-06,0,0,0
"AC012409.1",0,0,0,0,0,0,0,0
"AC012409.4",0,0,0,0,0,0,0,0
"LINC02157",0,0,0,0,0,0,0,0
"NR2F2",5.14771171938124e-05,0.000104420516026303,0.000110668267950446,0.000316671378449059,0.000693074432117551,0.000146066276063334,4.72980962516259e-06,9.26224481236269e-05
"AC103746.1",0,0,0,0,0,0,0,0
"AC087477.2",0,2.43220235923629e-06,0,0,0,0,0,0
"AC087477.5",0,0,0,0,0,0,0,0
"AC087477.3",0,0,0,0,0,0,0,0
"AC087477.4",0,0,0,0,0,0,0,0
"SPATA8-AS1",0,0,0,0,0,0,0,0
"SPATA8",0,0,0,0,0,0,0,0
"AC020704.1",0,0,0,0,0,0,0,0
"LINC02253",0,0,0,0,0,0,0,0
"LINC02254",0,0,0,0,0,0,0,0
"AC026523.1",0,0,0,0,0,0,0,0
"LINC00923",8.70568263433957e-07,0,0,0,0,0,4.75059382422803e-06,0
"AC024651.2",0,0,0,0,0,0,0,0
"ARRDC4",4.30501964034433e-05,8.40514839973304e-06,2.88862878765145e-05,4.11593212215658e-06,2.60187459435718e-05,9.50366330367234e-06,0,2.56154889140571e-05
"AC024651.1",0,0,0,0,0,0,0,0
"LINC02251",0,0,0,0,0,0,0,0
"AC022523.1",0,0,0,0,0,0,0,0
"LINC01582",0,0,0,0,0,0,0,0
"AC022523.3",0,0,0,0,0,0,0,0
"AC015722.1",0,0,0,0,0,0,0,0
"AC015722.2",0,0,0,0,0,0,0,0
"LINC02351",0,0,0,0,0,0,0,0
"FAM169B",0,2.05349350582679e-06,5.70044178423828e-06,0,5.35690370965582e-06,0,0,0
"AC118658.1",0,0,0,0,0,0,0,0
"IGF1R",1.5377819290247e-05,2.24474416115036e-05,5.15346521537145e-05,4.46945155930062e-05,2.56906697457589e-05,1.83876500559103e-05,0,2.88382270507156e-05
"AC069029.1",0,0,0,0,0,0,0,0
"AC036108.1",0,0,0,0,0,0,0,0
"PGPEP1L",0,0,0,0,0,0,0,0
"AC036108.4",0,0,0,0,0,0,0,0
"SYNM",0,2.18246481655732e-05,3.27064595257563e-06,1.1223983514562e-05,6.07633508330792e-05,3.19825603319252e-05,0,5.98751937977539e-05
"AC036108.2",0,0,0,0,0,0,0,0
"TTC23",3.01026141476029e-06,1.14263886818727e-05,2.33597400498581e-05,1.49244396637862e-05,2.86993556769994e-05,1.03159812955211e-05,0,1.29138708393586e-05
"AC036108.3",0,0,0,2.27647828808833e-06,7.47656168713164e-06,0,0,3.8259206121473e-06
